,Parameter,Median,CI,CI_low,CI_high,Direction,Significance,Large,mod
1248,b_nslatitudinal_eingevectordfEQ33,1.24122,0.95,-5.633976,8.18170275,0.628833333333333,0.621416666666667,0.593666666666667,"mod_levdata_60a_threshold10_and_sesam_Rich_ratio_splines

"
948,b_Intercept,-65.94405,0.95,-90.0817425,-37.3207775,1,1,1,"mod_levdata_60a_thresholmin_and_sesam_BetaDiv_jac_splines
"
848,b_Forest_patch_area,3.07458e-07,0.95,-5.52022275e-06,6.13396525e-06,0.539416666666667,0,0,"mod_levdata_60a_thresholmin_and_sesam_BetaDiv_jac_splines
"
748,b_Forest_coverage_2007,1.21212,0.95,0.0895233375,2.185467,0.979416666666667,0.979333333333333,0.97825,"mod_levdata_60a_thresholmin_and_sesam_BetaDiv_jac_splines
"
348,b_bio2,-0.9049935,0.95,-1.17141775,-0.5891096,1,1,1,"mod_levdata_60a_thresholmin_and_sesam_BetaDiv_jac_splines
"
448,b_bio6,3.014725,0.95,1.6059295,4.21425525,1,1,1,"mod_levdata_60a_thresholmin_and_sesam_BetaDiv_jac_splines
"
548,b_bio7,1.96143,0.95,1.2113235,2.594746,1,1,1,"mod_levdata_60a_thresholmin_and_sesam_BetaDiv_jac_splines
"
1104,b_bio15,0.2836355,0.95,0.1098895,0.432829525,0.993083333333333,0.991333333333333,0.98575,"mod_levdata_60a_thresholmin_and_sesam_BetaDiv_jac_splines
"
248,b_bio17,-0.001494635,0.95,-0.00479048475,0.00231813375,0.80075,0.00466666666666667,0,"mod_levdata_60a_thresholmin_and_sesam_BetaDiv_jac_splines
"
648,b_elevation,0.0147024,0.95,0.00802250575000001,0.0204085075,1,0.984,0,"mod_levdata_60a_thresholmin_and_sesam_BetaDiv_jac_splines
"
1648,b_sampling_effort,-7.089785,0.95,-10.569735,-3.0089795,0.99725,0.99725,0.997166666666667,"mod_levdata_60a_thresholmin_and_sesam_BetaDiv_jac_splines
"
1348,b_nslongitudinal_eingevectordfEQ31,2.99324,0.95,1.89698825,3.91223675,1,1,1,"mod_levdata_60a_thresholmin_and_sesam_BetaDiv_jac_splines
"
1448,b_nslongitudinal_eingevectordfEQ32,5.021775,0.95,3.3072875,6.461796,1,1,1,"mod_levdata_60a_thresholmin_and_sesam_BetaDiv_jac_splines
"
1548,b_nslongitudinal_eingevectordfEQ33,-0.6952845,0.95,-2.06237275,0.87729935,0.831666666666667,0.830333333333333,0.821666666666667,"mod_levdata_60a_thresholmin_and_sesam_BetaDiv_jac_splines
"
1048,b_nslatitudinal_eingevectordfEQ31,-2.63083,0.95,-3.79206325,-1.27498325,1,1,0.999916666666667,"mod_levdata_60a_thresholmin_and_sesam_BetaDiv_jac_splines
"
1151,b_nslatitudinal_eingevectordfEQ32,-10.82855,0.95,-15.321185,-5.551589,1,1,1,"mod_levdata_60a_thresholmin_and_sesam_BetaDiv_jac_splines
"
1249,b_nslatitudinal_eingevectordfEQ33,-5.0888,0.95,-7.5116175,-2.261003,0.998666666666667,0.998666666666667,0.99825,"mod_levdata_60a_thresholmin_and_sesam_BetaDiv_jac_splines
"
949,b_Intercept,-47.49485,0.95,-133.141825,35.754155,0.865666666666667,0.865583333333333,0.864333333333333,"mod_levdata_60a_thresholmin_and_sesam_Rich_ratio_splines
"
849,b_Forest_patch_area,7.390575e-06,0.95,-0.000247059375,0.00026451755,0.52325,0,0,"mod_levdata_60a_thresholmin_and_sesam_Rich_ratio_splines
"
749,b_Forest_coverage_2007,-2.19498,0.95,-7.7311485,3.23999,0.784583333333333,0.778416666666667,0.745916666666667,"mod_levdata_60a_thresholmin_and_sesam_Rich_ratio_splines
"
349,b_bio2,-2.66103,0.95,-4.7290195,-0.572843525,0.99475,0.994,0.98525,"mod_levdata_60a_thresholmin_and_sesam_Rich_ratio_splines
"
449,b_bio6,1.403995,0.95,-2.344115,5.1824065,0.773083333333333,0.763416666666667,0.7115,"mod_levdata_60a_thresholmin_and_sesam_Rich_ratio_splines
"
549,b_bio7,2.95706,0.95,0.43225465,5.48693925,0.988666666666667,0.987916666666667,0.9795,"mod_levdata_60a_thresholmin_and_sesam_Rich_ratio_splines
"
1105,b_bio15,-0.401833,0.95,-0.864540375,0.0582260575,0.956083333333333,0.9285,0.588083333333333,"mod_levdata_60a_thresholmin_and_sesam_Rich_ratio_splines
"
249,b_bio17,0.03144035,0.95,0.00819658225,0.054274035,0.996666666666667,0.0129166666666667,0,"mod_levdata_60a_thresholmin_and_sesam_Rich_ratio_splines
"
649,b_elevation,0.008267885,0.95,-0.00993825274999999,0.02643297,0.815666666666667,0,0,"mod_levdata_60a_thresholmin_and_sesam_Rich_ratio_splines
"
1649,b_sampling_effort,6.6161,0.95,-3.9951515,17.32242,0.8875,0.885333333333333,0.874166666666667,"mod_levdata_60a_thresholmin_and_sesam_Rich_ratio_splines
"
1349,b_nslongitudinal_eingevectordfEQ31,4.78218,0.95,-0.907106874999995,10.60706,0.946833333333333,0.944583333333333,0.932333333333333,"mod_levdata_60a_thresholmin_and_sesam_Rich_ratio_splines
"
1449,b_nslongitudinal_eingevectordfEQ32,7.05981,0.95,-2.395334,16.547175,0.924833333333333,0.923,0.914583333333333,"mod_levdata_60a_thresholmin_and_sesam_Rich_ratio_splines
"
1549,b_nslongitudinal_eingevectordfEQ33,10.27595,0.95,0.321926500000002,20.38253,0.978333333333333,0.978,0.974833333333333,"mod_levdata_60a_thresholmin_and_sesam_Rich_ratio_splines
"
1049,b_nslatitudinal_eingevectordfEQ31,-0.8289955,0.95,-4.26315525,2.73053425,0.677333333333333,0.66725,0.605416666666667,"mod_levdata_60a_thresholmin_and_sesam_Rich_ratio_splines
"
1152,b_nslatitudinal_eingevectordfEQ32,-6.12194,0.95,-19.0928075,7.28707699999999,0.825,0.822583333333333,0.810083333333333,"mod_levdata_60a_thresholmin_and_sesam_Rich_ratio_splines
"
1250,b_nslatitudinal_eingevectordfEQ33,1.364265,0.95,-5.636354,8.576736,0.6465,0.641083333333333,0.611666666666667,"mod_levdata_60a_thresholmin_and_sesam_Rich_ratio_splines
"
